"eligibleTitle","link","searchYear","oscarsYear","matchname","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","winner","id"
"Beverly Hills Cop II","https://tvtropes.org/pmwiki/pmwiki.php/Film/BeverlyHillsCopII",1987,1987,"beverlyhillscopii1987","tt0092644","movie","Beverly Hills Cop II","Beverly Hills Cop II",0,1987,,100,"Action,Comedy,Crime",0,"m2817"
"Blind Date","https://tvtropes.org/pmwiki/pmwiki.php/Film/BlindDate",1987,1987,"blinddate1987","tt0092666","movie","Blind Date","Blind Date",0,1987,,95,"Comedy,Romance",0,"m2819"
"Blue Monkey","https://tvtropes.org/pmwiki/pmwiki.php/Film/BlueMonkey",1987,1987,"bluemonkey1987","tt0092677","movie","Blue Monkey","Blue Monkey",0,1987,,96,"Horror",0,"m2820"
"Born in East L.A.","https://tvtropes.org/pmwiki/pmwiki.php/Film/BornInEastLA",1987,1987,"bornineastla1987","tt0092690","movie","Born in East L.A.","Born in East L.A.",0,1987,,85,"Comedy",0,"m2821"
"Broadcast News","https://tvtropes.org/pmwiki/pmwiki.php/Film/BroadcastNews",1987,1987,"broadcastnews1987","tt0092699","movie","Broadcast News","Broadcast News",0,1987,,133,"Comedy,Drama,Romance",1,"m2822"
"Can’t Buy Me Love","https://tvtropes.org/pmwiki/pmwiki.php/Film/CantBuyMeLove",1987,1987,"cantbuymelove1987","tt0092718","movie","Can't Buy Me Love","Can't Buy Me Love",0,1987,,94,"Comedy,Drama,Romance",0,"m2823"
"Come and See","https://tvtropes.org/pmwiki/pmwiki.php/Film/ComeAndSee",1985,1987,"comeandsee1987","tt0091251","movie","Come and See","Idi i smotri",0,1985,,142,"Drama,War",0,"m2824"
"Creepshow 2","https://tvtropes.org/pmwiki/pmwiki.php/Film/Creepshow2",1982,1987,"creepshow21987","tt0092796","movie","Creepshow 2","Creepshow 2",0,1987,,92,"Comedy,Fantasy,Horror",0,"m2825"
"Cry Freedom","https://tvtropes.org/pmwiki/pmwiki.php/Film/CryFreedom",1987,1987,"cryfreedom1987","tt0092804","movie","Cry Freedom","Cry Freedom",0,1987,,157,"Biography,Drama,History",0,"m2826"
"Death Wish 4: The Crackdown","https://tvtropes.org/pmwiki/pmwiki.php/Film/DeathWish4TheCrackdown",1987,1987,"deathwish4thecrackdown1987","tt0092857","movie","Death Wish 4: The Crackdown","Death Wish 4: The Crackdown",0,1987,,99,"Action,Crime,Drama",0,"m2827"
"Dirty Dancing","https://tvtropes.org/pmwiki/pmwiki.php/Film/DirtyDancing",1987,1987,"dirtydancing1987","tt0092890","movie","Dirty Dancing","Dirty Dancing",0,1987,,100,"Drama,Music,Romance",0,"m2828"
"Dragnet","https://tvtropes.org/pmwiki/pmwiki.php/Film/Dragnet",1987,1987,"dragnet1987","tt0092925","movie","Dragnet","Dragnet",0,1987,,106,"Comedy,Crime",0,"m2829"
"Empire of the Sun","https://tvtropes.org/pmwiki/pmwiki.php/Film/EmpireOfTheSun",1987,1987,"empireofthesun1987","tt0092965","movie","Empire of the Sun","Empire of the Sun",0,1987,,153,"Drama,History,War",0,"m2830"
"Ernest Goes to Camp","https://tvtropes.org/pmwiki/pmwiki.php/Film/ErnestGoesToCamp",1987,1987,"ernestgoestocamp1987","tt0092974","movie","Ernest Goes to Camp","Ernest Goes to Camp",0,1987,,92,"Comedy,Family",0,"m2831"
"Extreme Prejudice","https://tvtropes.org/pmwiki/pmwiki.php/Film/ExtremePrejudice",1987,1987,"extremeprejudice1987","tt0092997","movie","Extreme Prejudice","Extreme Prejudice",0,1987,,96,"Action,Crime,Drama",0,"m2832"
"Fatal Attraction","https://tvtropes.org/pmwiki/pmwiki.php/Film/FatalAttraction",1987,1987,"fatalattraction1987","tt0093010","movie","Fatal Attraction","Fatal Attraction",0,1987,,119,"Drama,Thriller",1,"m2833"
"Fatal Beauty","https://tvtropes.org/pmwiki/pmwiki.php/Film/FatalBeauty",1987,1987,"fatalbeauty1987","tt0093011","movie","Fatal Beauty","Fatal Beauty",0,1987,,104,"Action,Comedy,Crime",0,"m2834"
"Flowers in the Attic","https://tvtropes.org/pmwiki/pmwiki.php/Film/FlowersInTheAttic",1987,1987,"flowersintheattic1987","tt0093036","movie","Flowers in the Attic","Flowers in the Attic",0,1987,,93,"Drama,Mystery,Thriller",0,"m2835"
"Full Metal Jacket","https://tvtropes.org/pmwiki/pmwiki.php/Film/FullMetalJacket",1987,1987,"fullmetaljacket1987","tt0093058","movie","Full Metal Jacket","Full Metal Jacket",0,1987,,116,"Drama,War",0,"m2836"
"Good Morning, Vietnam","https://tvtropes.org/pmwiki/pmwiki.php/Film/GoodMorningVietnam",1987,1987,"goodmorningvietnam1987","tt0093105","movie","Good Morning, Vietnam","Good Morning, Vietnam",0,1987,,121,"Biography,Comedy,Drama",0,"m2837"
"Gothic","https://tvtropes.org/pmwiki/pmwiki.php/Film/Gothic",1986,1987,"gothic1987","tt0091142","movie","Gothic","Gothic",0,1986,,87,"Horror",0,"m2838"
"Hamburger Hill","https://tvtropes.org/pmwiki/pmwiki.php/Film/HamburgerHill",1987,1987,"hamburgerhill1987","tt0093137","movie","Hamburger Hill","Hamburger Hill",0,1987,,110,"Action,Drama,Thriller",0,"m2839"
"Harry and the Hendersons","https://tvtropes.org/pmwiki/pmwiki.php/Film/HarryAndTheHendersons",1987,1987,"harryandthehendersons1987","tt0093148","movie","Harry and the Hendersons","Harry and the Hendersons",0,1987,,110,"Comedy,Family,Fantasy",0,"m2840"
"Hellraiser","https://tvtropes.org/pmwiki/pmwiki.php/Film/Hellraiser",1987,1987,"hellraiser1987","tt0093177","movie","Hellraiser","Hellraiser",0,1987,,94,"Horror,Thriller",0,"m2841"
"House II: The Second Story","https://tvtropes.org/pmwiki/pmwiki.php/Film/HouseIITheSecondStory",1987,1987,"houseiithesecondstory1987","tt0093220","movie","House II: The Second Story","House II: The Second Story",0,1987,,88,"Comedy,Fantasy,Horror",0,"m2844"
"House of Games","https://tvtropes.org/pmwiki/pmwiki.php/Film/HouseOfGames",1987,1987,"houseofgames1987","tt0093223","movie","House of Games","House of Games",0,1987,,102,"Crime,Thriller",0,"m2845"
"In the Mood","https://tvtropes.org/pmwiki/pmwiki.php/Film/InTheMood",1987,1987,"inthemood1987","tt0093253","movie","In the Mood","In the Mood",0,1987,,98,"Comedy,Romance",0,"m2847"
"Innerspace","https://tvtropes.org/pmwiki/pmwiki.php/Film/Innerspace",1987,1987,"innerspace1987","tt0093260","movie","Innerspace","Innerspace",0,1987,,120,"Action,Adventure,Comedy",0,"m2848"
"Ishtar","https://tvtropes.org/pmwiki/pmwiki.php/Film/Ishtar",,1987,"ishtar1987","tt0093278","movie","Ishtar","Ishtar",0,1987,,107,"Action,Adventure,Comedy",0,"m2849"
"Jaws: The Revenge","https://tvtropes.org/pmwiki/pmwiki.php/Film/JawsTheRevenge",1987,1987,"jawstherevenge1987","tt0093300","movie","Jaws: The Revenge","Jaws: The Revenge",0,1987,,89,"Adventure,Horror,Thriller",0,"m2850"
"La Bamba","https://tvtropes.org/pmwiki/pmwiki.php/Film/LaBamba",1987,1987,"labamba1987","tt0093378","movie","La Bamba","La Bamba",0,1987,,108,"Biography,Drama,Music",0,"m2851"
"Leonard Part 6","https://tvtropes.org/pmwiki/pmwiki.php/Film/LeonardPart6",1987,1987,"leonardpart61987","tt0093405","movie","Leonard Part 6","Leonard Part 6",0,1987,,85,"Action,Comedy,Sci-Fi",0,"m2852"
"Less Than Zero","https://tvtropes.org/pmwiki/pmwiki.php/Film/LessThanZero",1987,1987,"lessthanzero1987","tt0093407","movie","Less Than Zero","Less Than Zero",0,1987,,98,"Crime,Drama",0,"m2853"
"Lethal Weapon","https://tvtropes.org/pmwiki/pmwiki.php/Film/LethalWeapon",1987,1987,"lethalweapon1987","tt0093409","movie","Lethal Weapon","Lethal Weapon",0,1987,,109,"Action,Crime,Thriller",0,"m2854"
"Mannequin","https://tvtropes.org/pmwiki/pmwiki.php/Film/Mannequin",1987,1987,"mannequin1987","tt0093493","movie","Mannequin","Mannequin",0,1987,,90,"Comedy,Fantasy,Romance",0,"m2855"
"Masters of the Universe","https://tvtropes.org/pmwiki/pmwiki.php/Film/MastersOfTheUniverse",1987,1987,"mastersoftheuniverse1987","tt0093507","movie","Masters of the Universe","Masters of the Universe",0,1987,,106,"Action,Adventure,Fantasy",0,"m2856"
"Matewan","https://tvtropes.org/pmwiki/pmwiki.php/Film/Matewan",1987,1987,"matewan1987","tt0093509","movie","Matewan","Matewan",0,1987,,135,"Drama,History",0,"m2857"
"Maurice","https://tvtropes.org/pmwiki/pmwiki.php/Literature/Maurice",1987,1987,"maurice1987","tt0093512","movie","Maurice","Maurice",0,1987,,140,"Drama,Romance",0,"m2858"
"Moonstruck","https://tvtropes.org/pmwiki/pmwiki.php/Film/Moonstruck",,1987,"moonstruck1987","tt0093565","movie","Moonstruck","Moonstruck",0,1987,,102,"Comedy,Drama,Romance",1,"m2859"
"My Life As a Dog","https://tvtropes.org/pmwiki/pmwiki.php/Film/MyLifeAsADog",1985,1987,"mylifeasadog1987","tt0089606","movie","My Life as a Dog","Mitt liv som hund",0,1985,,101,"Comedy,Drama",0,"m2860"
"Near Dark","https://tvtropes.org/pmwiki/pmwiki.php/Film/NearDark",1987,1987,"neardark1987","tt0093605","movie","Near Dark","Near Dark",0,1987,,94,"Action,Crime,Drama",0,"m2861"
"No Way Out","https://tvtropes.org/pmwiki/pmwiki.php/Film/NoWayOut",1987,1987,"nowayout1987","tt0093640","movie","No Way Out","No Way Out",0,1987,,114,"Action,Crime,Drama",0,"m2862"
"Outrageous Fortune","https://tvtropes.org/pmwiki/pmwiki.php/Film/OutrageousFortune",1987,1987,"outrageousfortune1987","tt0093690","movie","Outrageous Fortune","Outrageous Fortune",0,1987,,99,"Comedy",0,"m2863"
"Over the Top","https://tvtropes.org/pmwiki/pmwiki.php/Film/OverTheTop",1987,1987,"overthetop1987","tt0093692","movie","Over the Top","Over the Top",0,1987,,93,"Action,Drama,Sport",0,"m2864"
"Overboard","https://tvtropes.org/pmwiki/pmwiki.php/Film/Overboard",1987,1987,"overboard1987","tt0093693","movie","Overboard","Overboard",0,1987,,106,"Comedy,Romance",0,"m2865"
"Pinocchio and the Emperor of the Night","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/PinocchioAndTheEmperorOfTheNight",1987,1987,"pinocchioandtheemperorofthenight1987","tt0093743","movie","Pinocchio and the Emperor of the Night","Pinocchio and the Emperor of the Night",0,1987,,87,"Adventure,Animation,Family",0,"m2866"
"Police Academy 4: Citizens on Patrol","https://tvtropes.org/pmwiki/pmwiki.php/Film/PoliceAcademy",1987,1987,"policeacademy4citizensonpatrol1987","tt0093756","movie","Police Academy 4: Citizens on Patrol","Police Academy 4: Citizens on Patrol",0,1987,,88,"Comedy,Crime",0,"m2867"
"Predator","https://tvtropes.org/pmwiki/pmwiki.php/Film/Predator",1987,1987,"predator1987","tt0093773","movie","Predator","Predator",0,1987,,107,"Action,Adventure,Sci-Fi",0,"m2868"
"Prick Up Your Ears","https://tvtropes.org/pmwiki/pmwiki.php/Film/PrickUpYourEars",1987,1987,"prickupyourears1987","tt0093776","movie","Prick Up Your Ears","Prick Up Your Ears",0,1987,,105,"Biography,Drama",0,"m2869"
"Prince of Darkness","https://tvtropes.org/pmwiki/pmwiki.php/Film/PrinceOfDarkness",1987,1987,"princeofdarkness1987","tt0093777","movie","Prince of Darkness","Prince of Darkness",0,1987,,102,"Horror",0,"m2870"
"Radio Days","https://tvtropes.org/pmwiki/pmwiki.php/Film/RadioDays",1987,1987,"radiodays1987","tt0093818","movie","Radio Days","Radio Days",0,1987,,88,"Comedy",0,"m2871"
"Raising Arizona","https://tvtropes.org/pmwiki/pmwiki.php/Film/RaisingArizona",1987,1987,"raisingarizona1987","tt0093822","movie","Raising Arizona","Raising Arizona",0,1987,,94,"Comedy,Crime",0,"m2872"
"Return to Horror High","https://tvtropes.org/pmwiki/pmwiki.php/Film/ReturnToHorrorHigh",1987,1987,"returntohorrorhigh1987","tt0093854","movie","Return to Horror High","Return to Horror High",0,1987,,95,"Comedy,Horror",0,"m2873"
"Revenge of the Nerds II: Nerds in Paradise","https://tvtropes.org/pmwiki/pmwiki.php/Film/RevengeOfTheNerds",1987,1987,"revengeofthenerdsiinerdsinparadise1987","tt0093857","movie","Revenge of the Nerds II: Nerds in Paradise","Revenge of the Nerds II: Nerds in Paradise",0,1987,,88,"Comedy",0,"m2874"
"River’s Edge","https://tvtropes.org/pmwiki/pmwiki.php/Film/RiversEdge",1986,1987,"riversedge1987","tt0091860","movie","River's Edge","River's Edge",0,1986,,99,"Crime,Drama",0,"m2875"
"Robocop","https://tvtropes.org/pmwiki/pmwiki.php/Film/RoboCop1987",1987,1987,"robocop1987","tt0093870","movie","RoboCop","RoboCop",0,1987,,102,"Action,Crime,Sci-Fi",0,"m2876"
"Rolling Vengeance","https://tvtropes.org/pmwiki/pmwiki.php/Film/RollingVengeance",1987,1987,"rollingvengeance1987","tt0093876","movie","Rolling Vengeance","Rolling Vengeance",0,1987,,90,"Action,Drama",0,"m2877"
"Roxanne","https://tvtropes.org/pmwiki/pmwiki.php/Film/Roxanne",1987,1987,"roxanne1987","tt0093886","movie","Roxanne","Roxanne",0,1987,,107,"Comedy,Romance",0,"m2878"
"Some Kind of Wonderful","https://tvtropes.org/pmwiki/pmwiki.php/Film/SomeKindOfWonderful",1987,1987,"somekindofwonderful1987","tt0094006","movie","Some Kind of Wonderful","Some Kind of Wonderful",0,1987,,95,"Drama,Romance",0,"m2879"
"Spaceballs","https://tvtropes.org/pmwiki/pmwiki.php/Film/Spaceballs",1987,1987,"spaceballs1987","tt0094012","movie","Spaceballs","Spaceballs",0,1987,,96,"Adventure,Comedy,Sci-Fi",0,"m2880"
"Summer School","https://tvtropes.org/pmwiki/pmwiki.php/Film/SummerSchool",1987,1987,"summerschool1987","tt0094072","movie","Summer School","Summer School",0,1987,,97,"Comedy,Romance",0,"m2881"
"Superman IV: The Quest for Peace","https://tvtropes.org/pmwiki/pmwiki.php/Film/SupermanIVTheQuestForPeace",1987,1987,"supermanivthequestforpeace1987","tt0094074","movie","Superman IV: The Quest for Peace","Superman IV: The Quest for Peace",0,1987,,90,"Action,Adventure,Family",0,"m2882"
"Surf Nazis Must Die","https://tvtropes.org/pmwiki/pmwiki.php/Film/SurfNazisMustDie",1987,1987,"surfnazismustdie1987","tt0094077","movie","Surf Nazis Must Die","Surf Nazis Must Die",0,1987,,83,"Action,Comedy,Drama",0,"m2883"
"Suspect","https://tvtropes.org/pmwiki/pmwiki.php/Film/Suspect",1987,1987,"suspect1987","tt0094082","movie","Suspect","Suspect",0,1987,,121,"Crime,Drama,Thriller",0,"m2884"
"The Barbarians","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBarbarians",1987,1987,"barbarians1987","tt0092615","movie","The Barbarians","The Barbarians",0,1987,,87,"Adventure,Fantasy",0,"m2885"
"The Big Easy","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBigEasy",1987,1987,"bigeasy1987","tt0092654","movie","The Big Easy","The Big Easy",0,1986,,102,"Comedy,Crime,Drama",0,"m2886"
"The Care Bears Adventure in Wonderland","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TheCareBearsAdventureInWonderland",1987,1987,"carebearsadventureinwonderland1987","tt0092723","movie","The Care Bears Adventure in Wonderland","The Care Bears Adventure in Wonderland",0,1987,,80,"Adventure,Animation,Comedy",0,"m2887"
"The Chipmunk Adventure","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TheChipmunkAdventure",1987,1987,"chipmunkadventure1987","tt0092752","movie","The Chipmunk Adventure","The Chipmunk Adventure",0,1987,,77,"Adventure,Animation,Comedy",0,"m2888"
"The Curse","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheCurse",1987,1987,"curse1987","tt0092809","movie","The Curse","The Curse",0,1987,,92,"Horror,Sci-Fi",0,"m2889"
"The Fourth Protocol","https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheFourthProtocol",1984,1987,"fourthprotocol1987","tt0093044","movie","The Fourth Protocol","The Fourth Protocol",0,1987,,119,"Thriller",0,"m2890"
"The Garbage Pail Kids Movie","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheGarbagePailKidsMovie",1987,1987,"garbagepailkidsmovie1987","tt0093072","movie","The Garbage Pail Kids Movie","The Garbage Pail Kids Movie",0,1987,,100,"Adventure,Comedy,Family",0,"m2891"
"The Gate","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheGate",1987,1987,"gate1987","tt0093075","movie","The Gate","The Gate",0,1987,,85,"Fantasy,Horror",0,"m2892"
"The Hidden","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheHidden",1987,1987,"hidden1987","tt0093185","movie","The Hidden","The Hidden",0,1987,,97,"Action,Crime,Horror",0,"m2893"
"The Last Emperor","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheLastEmperor",1987,1987,"lastemperor1987","tt0093389","movie","The Last Emperor","The Last Emperor",0,1987,,163,"Biography,Drama,History",2,"m2894"
"The Living Daylights","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheLivingDaylights",,1987,"livingdaylights1987","tt0093428","movie","The Living Daylights","The Living Daylights",0,1987,,130,"Action,Adventure,Thriller",0,"m2895"
"The Lost Boys","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheLostBoys",1987,1987,"lostboys1987","tt0093437","movie","The Lost Boys","The Lost Boys",0,1987,,97,"Comedy,Horror",0,"m2896"
"The Monster Squad","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheMonsterSquad",1987,1987,"monstersquad1987","tt0093560","movie","The Monster Squad","The Monster Squad",0,1987,,79,"Action,Comedy,Fantasy",0,"m2897"
"The Outing","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheOuting",1987,1987,"outing1987","tt0091707","movie","The Outing","The Outing",0,1987,,87,"Horror",0,"m2898"
"The Princess Bride","https://tvtropes.org/pmwiki/pmwiki.php/Film/ThePrincessBride",1987,1987,"princessbride1987","tt0093779","movie","The Princess Bride","The Princess Bride",0,1987,,98,"Adventure,Family,Fantasy",0,"m2899"
"The Principal","https://tvtropes.org/pmwiki/pmwiki.php/Film/ThePrincipal",1987,1987,"principal1987","tt0093780","movie","The Principal","The Principal",0,1987,,109,"Action,Crime,Drama",0,"m2900"
"The Running Man","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheRunningMan",1987,1987,"runningman1987","tt0093894","movie","The Running Man","The Running Man",0,1987,,101,"Action,Sci-Fi,Thriller",0,"m2901"
"The Stepfather","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheStepfather",1987,1987,"stepfather1987","tt0094035","movie","The Stepfather","The Stepfather",0,1987,,89,"Horror,Thriller",0,"m2902"
"The Untouchables","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheUntouchables",1987,1987,"untouchables1987","tt0094226","movie","The Untouchables","The Untouchables",0,1987,,119,"Crime,Drama,Thriller",0,"m2903"
"The Whales of August","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheWhalesOfAugust",1987,1987,"whalesofaugust1987","tt0094315","movie","The Whales of August","The Whales of August",0,1987,,90,"Drama",0,"m2904"
"The Witches of Eastwick","https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheWitchesOfEastwick",1984,1987,"witchesofeastwick1987","tt0094332","movie","The Witches of Eastwick","The Witches of Eastwick",0,1987,,118,"Comedy,Fantasy,Horror",0,"m2905"
"Three O’Clock High","https://tvtropes.org/pmwiki/pmwiki.php/Film/ThreeOClockHigh",1987,1987,"threeoclockhigh1987","tt0094138","movie","Three O'Clock High","Three O'Clock High",0,1987,,97,"Comedy",0,"m2906"
"Tin Men","https://tvtropes.org/pmwiki/pmwiki.php/Film/TinMen",1987,1987,"tinmen1987","tt0094155","movie","Tin Men","Tin Men",0,1987,,112,"Comedy,Drama",0,"m2907"
"Wall Street","https://tvtropes.org/pmwiki/pmwiki.php/Film/WallStreet",1987,1987,"wallstreet1987","tt0094291","movie","Wall Street","Wall Street",0,1987,,126,"Crime,Drama",0,"m2910"
"Who’s That Girl","https://tvtropes.org/pmwiki/pmwiki.php/Film/WhosThatGirl",1987,1987,"whosthatgirl1987","tt0094321","movie","Who's That Girl","Who's That Girl",0,1987,,92,"Comedy,Music,Romance",0,"m2911"
"Wish You Were Here","https://tvtropes.org/pmwiki/pmwiki.php/Film/WishYouWereHere",1987,1987,"wishyouwerehere1987","tt0094331","movie","Wish You Were Here","Wish You Were Here",0,1987,,88,"Comedy,Drama",0,"m2912"
"A Fish Called Wanda","https://tvtropes.org/pmwiki/pmwiki.php/Film/AFishCalledWanda",1988,1988,"fishcalledwanda1988","tt0095159","movie","A Fish Called Wanda","A Fish Called Wanda",0,1988,,108,"Comedy,Crime",0,"m2913"
"A Nightmare on Elm Street 4: The Dream Master","https://tvtropes.org/pmwiki/pmwiki.php/Film/ANightmareOnElmStreet4TheDreamMaster",1988,1988,"nightmareonelmstreet4thedreammaster1988","tt0095742","movie","A Nightmare on Elm Street 4: The Dream Master","A Nightmare on Elm Street 4: The Dream Master",0,1988,,93,"Horror",0,"m2914"
"Above the Law","https://tvtropes.org/pmwiki/pmwiki.php/Film/AboveTheLaw",1988,1988,"abovethelaw1988","tt0094602","movie","Above the Law","Above the Law",0,1988,,99,"Action,Crime,Drama",0,"m2915"
"Action Jackson","https://tvtropes.org/pmwiki/pmwiki.php/Film/ActionJackson",1988,1988,"actionjackson1988","tt0094612","movie","Action Jackson","Action Jackson",0,1988,,96,"Action,Comedy,Crime",0,"m2916"
"Alien Nation","https://tvtropes.org/pmwiki/pmwiki.php/Film/AlienNation",1988,1988,"aliennation1988","tt0094631","movie","Alien Nation","Alien Nation",0,1988,,91,"Action,Sci-Fi",0,"m2917"
"Amsterdamned","https://tvtropes.org/pmwiki/pmwiki.php/Film/Amsterdamned",1988,1988,"amsterdamned1988","tt0094651","movie","Amsterdamned","Amsterdamned",0,1988,,114,"Action,Crime,Horror",0,"m2918"
